Designator,Footprint,Quantity,Value,LCSC Part #
C1,C_0603,1,100nF,
"C2, C3",C_0603,2,47pF,
C4,C_0603,1,10nF,
C5,C_0603_,1,100nF,C30926
C6,C_0805_,1,2.2uF,C19110
C7,C_0805_,1,10uF,C17024
D1,MHS190RGBCT,1,LED_BARG,C409798
"D2, D3",SOT-363_SC-70-6,2,BAV99S,
D4,D_1206,1,Schottky,
D5,D_1206_,1,Schottky,C143805
J1,USC16-TR,1,USB-C,
J2,PTSM-HH1-2-RA,1,DC,
J3,PTSM-HH1-3-RA,1,Power,
J4,PTSM-HH1-2-RA,1,RUN,
J5,PTSM-HH1-3-RA,1,Tx,
J6,PTSM-HH1-3-RA,1,Rx,
L1,L_4x4_,1,6.8uH,C354575
Q1,SOT-23,1,NX7002AK,
"R1, R3",R_0603,2,10k,
"R10, R9",R_0603,2,27R,
R11,R_0603,1,100k 1%,C14675
R12,R_0603,1,30k 1%,C100001
R2,R_0603,1,4k7,
R4,R_0603,1,300R,
R5,R_0603,1,1K,
R6,R_0603,1,100R,
"R7, R8",R_0603,2,5K1,
SW1,SW_PUSH_6mm_PTH,1,SW_Push,
U1,ESP32-PICO-MINI-02,1,ESP32-PICO-MINI-02,
U2,QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm,1,FT231XQ,
"U3, U4",SOT-457,2,NCR402U,
U5,SO-4_4.4x3.6mm_P2.54mm,1,LTV-356T,
U6,SOT-23-Thin-6-Reg,1,LMR16006XDDCR,C87080
